,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,target
2502,0.07,0.04,2.3,0.001,1.23,0.77,0.36,0.37,0.45,0.001,0.033,9.55,1.38,0.005,0.74,4.99,0.05,0.33,0.06,1
2503,0.03,0.001,1.03,0.002,5.47,0.54,1.95,0.56,0.94,0.94,0.006,15.78,2.0,0.009,25.95,4.31,0.01,0.06,0.01,0
2504,0.37,0.02,1.43,0.006,3.29,0.46,0.01,1.28,0.77,0.77,0.144,2.06,1.93,0.002,29.0,2.27,0.02,0.25,0.07,1
2505,0.02,0.01,0.2,0.001,4.07,0.56,0.75,1.26,0.87,0.87,0.097,0.43,1.29,0.006,26.15,1.01,0.07,0.16,0.08,1
2506,0.1,0.02,0.71,0.008,7.59,0.34,0.36,1.14,0.22,0.002,0.065,1.2,1.89,0.01,56.89,2.74,0.02,0.18,0.06,1
2507,0.1,0.02,1.53,0.005,4.18,0.53,1.99,0.81,0.19,0.001,0.098,3.77,1.65,0.003,2.08,4.51,0.1,0.07,0.02,1
2508,0.07,0.02,1.65,0.004,4.15,0.48,0.11,1.46,0.75,0.75,0.005,7.38,1.03,0.002,55.52,7.11,0.07,0.46,0.07,1
2509,0.01,0.02,3.95,0.002,4.42,0.59,1.05,0.31,0.26,0.002,0.17,7.3,1.8,0.001,56.76,4.04,0.04,0.2,0.06,1
2510,0.07,0.04,0.36,0.001,0.81,0.05,0.8,0.36,0.64,0.64,0.087,6.88,1.07,0.01,0.33,2.58,0.03,0.06,0.08,1
2511,0.08,0.001,1.86,0.006,0.71,0.24,1.32,0.83,0.6,0.6,0.072,7.51,1.12,0.0,37.13,6.87,0.06,0.3,0.0,1
2512,0.14,0.03,1.08,0.002,5.57,0.19,0.68,1.36,0.74,0.74,0.126,1.51,1.01,0.007,3.14,2.21,0.01,0.41,0.08,1
2513,0.15,0.04,3.44,0.004,1.88,0.15,0.82,0.1,0.79,0.79,0.044,14.21,1.72,0.005,25.68,7.56,0.04,0.33,0.03,1
2514,0.02,0.02,1.8,0.001,7.3,0.55,1.32,0.59,0.18,0.008,0.122,15.67,1.97,0.009,6.43,5.57,0.04,0.03,0.05,1
2515,0.01,0.03,0.8,0.003,4.16,0.54,0.04,0.6,0.39,0.009,0.016,2.5,1.4,0.002,18.77,7.42,0.05,0.1,0.08,1
2516,0.03,0.02,2.73,0.004,2.94,0.16,1.43,0.19,0.92,0.92,0.097,10.55,1.2,0.001,52.24,5.03,0.07,0.28,0.01,1
2517,0.04,0.03,3.45,0.008,7.02,0.16,0.75,0.2,0.69,0.69,0.104,5.13,1.31,0.006,39.03,6.3,0.03,0.25,0.08,1
2518,0.02,0.01,0.77,0.009,3.48,0.62,1.33,0.58,0.22,0.002,0.168,17.61,1.99,0.008,48.67,2.28,0.05,0.28,0.05,1
2519,0.04,0.03,3.5,0.005,2.0,0.13,1.43,1.34,0.76,0.76,0.069,6.71,1.19,0.002,38.64,2.6,0.0,0.37,0.03,1
2520,0.09,0.01,1.29,0.007,4.11,0.28,1.77,0.06,0.75,0.75,0.098,0.75,1.99,0.009,20.55,0.75,0.04,0.1,0.05,1
2521,0.1,0.04,0.72,0.002,3.42,0.82,1.93,0.45,0.63,0.63,0.124,3.83,1.61,0.007,38.27,5.9,0.05,0.45,0.02,1
2522,0.06,0.02,1.45,0.001,4.36,0.17,0.85,1.21,0.4,0.002,0.103,13.06,1.74,0.001,51.02,3.83,0.07,0.2,0.03,1
2523,0.09,0.03,1.71,0.002,3.51,0.36,0.2,0.64,0.18,0.007,0.132,4.17,1.85,0.004,15.84,5.81,0.06,0.34,0.04,1
2524,0.03,0.04,1.56,0.004,6.29,0.52,1.95,1.16,0.94,0.94,0.047,4.18,1.31,0.008,38.74,4.62,0.03,0.38,0.01,1
2525,0.02,0.04,0.91,0.002,5.42,0.43,0.1,1.08,0.99,0.99,0.002,18.02,1.88,0.003,43.63,1.75,0.04,0.13,0.01,1
2526,0.01,0.04,3.49,0.007,7.97,0.49,1.72,0.49,0.6,0.6,0.093,7.5,1.23,0.009,55.54,7.1,0.02,0.46,0.07,1
2527,0.07,0.04,0.72,0.001,7.21,0.55,0.4,1.09,0.65,0.65,0.14,2.98,1.06,0.005,15.26,6.08,0.08,0.48,0.04,1
2528,0.24,0.03,0.67,0.008,6.26,0.56,1.74,0.66,0.07,0.008,0.091,0.42,1.85,0.008,29.3,2.59,0.02,0.18,0.05,1
2529,0.03,0.03,2.27,0.007,4.51,0.75,1.29,0.83,0.16,0.001,0.152,13.29,1.41,0.005,24.73,5.73,0.08,0.49,0.09,1
2530,0.0,0.02,0.86,0.005,1.74,0.7,1.08,0.7,0.87,0.87,0.106,9.73,1.12,0.008,14.49,3.54,0.02,0.47,0.07,1
2531,0.23,0.02,1.98,0.008,4.75,0.49,0.2,1.15,0.61,0.61,0.133,7.45,1.65,0.0,34.68,3.19,0.03,0.24,0.02,1
2532,0.09,0.01,1.04,0.001,6.81,0.87,0.92,1.2,0.2,0.002,0.01,18.55,1.93,0.002,22.43,4.58,0.01,0.2,0.04,1
2533,0.05,0.02,3.93,0.002,0.12,0.02,1.05,0.68,0.39,0.001,0.159,7.45,1.81,0.004,23.36,6.3,0.02,0.39,0.03,1
2534,0.03,0.001,3.89,0.001,4.07,0.83,0.26,0.16,0.91,0.91,0.176,6.38,1.2,0.009,38.6,3.22,0.05,0.06,0.09,1
2535,0.14,0.001,3.27,0.002,1.03,0.13,0.93,0.85,0.1,0.001,0.167,15.41,1.29,0.01,59.26,0.8,0.07,0.07,0.0,1
2536,0.05,0.02,2.09,0.001,2.4,0.3,0.86,1.34,0.97,0.97,0.086,1.52,1.11,0.002,15.47,4.89,0.04,0.21,0.01,1
2537,0.0,0.04,1.42,0.003,4.52,0.52,0.61,0.35,0.86,0.86,0.132,7.97,1.96,0.0,18.03,7.82,0.03,0.4,0.01,1
2538,0.19,0.04,0.66,0.001,6.99,0.21,0.4,0.79,0.63,0.63,0.122,7.46,1.72,0.009,14.71,4.66,0.07,0.28,0.01,1
2539,0.11,0.03,3.96,0.007,7.17,0.27,1.5,0.23,0.18,0.007,0.166,16.15,1.36,0.003,15.81,4.98,0.07,0.47,0.07,1
2540,0.1,0.01,2.13,0.003,1.22,0.52,0.4,0.59,0.61,0.61,0.04,18.49,1.38,0.01,18.52,0.05,0.03,0.05,0.02,0
2541,0.04,0.03,3.37,0.002,6.13,0.29,0.18,0.91,0.78,0.78,0.174,7.09,1.83,0.005,51.29,3.81,0.07,0.03,0.06,1
2542,0.01,0.001,3.08,0.007,7.87,0.37,1.75,0.19,0.9,0.9,0.045,4.35,1.32,0.007,43.08,6.79,0.02,0.04,0.06,1
2543,0.09,0.001,3.75,0.006,0.25,0.45,1.98,0.28,0.89,0.89,0.11,9.38,1.43,0.007,58.29,1.86,0.02,0.16,0.03,1
2544,0.05,0.03,1.47,0.007,4.1,0.11,1.8,1.39,0.31,0.005,0.175,17.85,1.96,0.002,28.03,0.15,0.05,0.33,0.08,1
2545,0.05,0.04,0.59,0.005,7.21,0.06,1.83,0.61,0.55,0.55,0.188,14.75,1.55,0.005,22.69,7.24,0.04,0.49,0.06,1
2546,0.14,0.04,2.2,0.004,7.22,0.24,1.05,0.05,0.49,0.005,0.1,9.92,1.48,0.007,48.15,1.9,0.06,0.28,0.05,1
2547,0.09,0.001,0.56,0.005,1.04,0.64,0.12,0.48,0.93,0.93,0.142,0.49,1.76,0.009,15.42,3.24,0.05,0.03,0.04,1
2548,0.07,0.04,3.9,0.006,2.29,0.88,0.49,1.15,0.7,0.7,0.081,9.24,1.67,0.004,40.75,6.72,0.07,0.42,0.07,1
2549,0.05,0.03,2.51,0.005,5.67,0.84,1.77,0.94,0.22,0.006,0.126,0.4,1.71,0.005,2.88,4.51,0.07,0.02,0.05,1
2550,0.07,0.01,2.68,0.005,3.31,0.86,0.46,0.33,0.92,0.92,0.025,5.9,1.02,0.008,18.88,7.48,0.06,0.3,0.06,1
2551,0.07,0.03,2.06,0.005,4.74,0.14,0.49,1.39,0.75,0.75,0.064,5.43,1.53,0.009,21.35,6.31,0.09,0.23,0.06,1
2552,0.0,0.01,1.19,0.006,0.21,0.85,0.58,0.34,0.53,0.53,0.183,4.25,1.21,0.007,25.24,6.53,0.07,0.27,0.05,1
2553,0.09,0.02,0.77,0.005,0.6,0.8,1.94,1.31,0.69,0.69,0.194,15.32,1.54,0.004,6.86,1.79,0.06,0.42,0.01,1
2554,0.29,0.03,2.45,0.006,2.16,0.1,1.76,0.74,0.32,0.002,0.048,11.35,1.96,0.004,0.48,0.1,0.07,0.09,0.01,0
2555,0.04,0.04,1.11,0.008,0.4,0.37,0.77,0.46,0.19,0.001,0.059,13.37,1.68,0.005,15.8,0.73,0.01,0.42,0.03,1
2556,0.02,0.03,0.42,0.009,5.59,0.79,1.14,0.83,0.36,0.004,0.065,5.96,1.93,0.005,33.71,0.95,0.01,0.22,0.09,1
2557,0.11,0.01,1.8,0.002,1.67,0.2,1.08,0.52,0.74,0.74,0.067,4.52,1.52,0.0,17.72,4.91,0.04,0.45,0.02,1
2558,0.18,0.05,3.36,0.001,4.37,0.88,1.33,0.58,0.26,0.009,0.022,17.31,1.47,0.003,48.33,5.49,0.07,0.34,0.01,1
2559,0.08,0.04,3.0,0.004,3.47,0.41,1.57,1.25,0.06,0.007,0.194,11.02,1.15,0.01,55.2,5.61,0.03,0.14,0.03,1
2560,0.15,0.001,1.17,0.006,0.2,0.18,0.18,0.37,0.03,0.008,0.081,10.84,1.82,0.007,0.9,2.77,0.03,0.43,0.03,1
2561,0.22,0.01,2.61,0.009,4.03,0.59,1.34,0.5,0.86,0.86,0.087,13.34,1.37,0.007,53.34,5.65,0.01,0.37,0.05,1
2562,0.03,0.05,1.04,0.007,0.66,0.53,1.14,0.58,0.84,0.84,0.054,14.52,1.36,0.004,41.1,7.68,0.09,0.37,0.07,1
2563,0.06,0.01,3.59,0.008,5.35,0.13,1.04,0.09,0.83,0.83,0.151,17.52,1.69,0.006,7.6,3.29,0.07,0.35,0.05,1
2564,0.03,0.04,2.44,0.006,1.09,0.33,1.94,1.49,0.15,0.001,0.114,9.96,1.84,0.007,28.44,2.54,0.04,0.5,0.09,1
2565,0.02,0.001,2.26,0.001,3.41,0.43,1.22,0.33,0.23,0.001,0.151,1.67,1.8,0.0,53.36,2.61,0.1,0.38,0.02,1
2566,0.09,0.04,0.04,0.001,3.04,0.68,0.42,0.71,0.85,0.85,0.079,0.21,1.57,0.005,42.98,1.02,0.05,0.27,0.01,1
2567,0.01,0.03,1.63,0.001,0.37,0.65,1.82,0.56,0.95,0.95,0.154,16.86,1.3,0.004,39.82,0.06,0.07,0.32,0.05,1
2568,0.04,0.01,3.25,0.001,2.14,0.39,1.29,0.85,0.65,0.65,0.121,17.64,1.54,0.009,17.04,2.67,0.04,0.42,0.08,1
2569,0.07,0.03,3.02,0.008,6.16,0.37,1.11,0.61,0.73,0.73,0.178,12.09,1.86,0.008,36.11,3.83,0.06,0.33,0.07,1
2570,0.01,0.04,2.88,0.004,6.0,0.78,1.92,0.29,0.02,0.007,0.192,13.3,1.44,0.007,6.39,1.27,0.05,0.11,0.06,1
2571,0.01,0.05,0.34,0.008,1.84,0.32,1.1,0.22,0.21,0.005,0.192,17.93,1.38,0.009,17.62,2.08,0.06,0.11,0.05,1
2572,0.04,0.001,2.43,0.006,0.23,0.36,1.93,0.23,0.42,0.006,0.195,13.79,1.15,0.001,2.16,7.47,0.09,0.49,0.08,1
2573,0.23,0.01,3.91,0.007,4.02,0.08,0.95,1.46,0.08,0.008,0.181,9.69,1.59,0.006,24.43,7.35,0.06,0.18,0.02,1
2574,0.02,0.02,2.93,0.005,3.96,0.4,0.76,1.05,0.4,0.007,0.185,13.73,1.98,0.003,5.89,2.53,0.05,0.41,0.07,1
2575,0.08,0.03,2.55,0.006,5.68,0.25,1.71,0.8,0.13,0.009,0.176,16.11,1.19,0.006,5.35,4.1,0.01,0.36,0.01,1
2576,0.01,0.03,1.1,0.008,5.12,0.13,1.68,0.76,0.78,0.78,0.163,5.33,1.75,0.002,30.09,4.05,0.03,0.12,0.08,1
2577,0.27,0.04,0.27,0.007,0.78,0.9,1.86,0.26,0.55,0.55,0.013,1.74,1.24,0.008,11.52,1.34,0.03,0.19,0.05,1
2578,0.25,0.01,0.73,0.009,1.36,0.67,1.26,0.59,0.75,0.75,0.011,3.76,1.28,0.01,17.71,1.03,0.02,0.02,0.06,1
2579,0.08,0.04,3.52,0.004,4.7,0.62,1.03,0.27,0.19,0.003,0.163,6.0,1.62,0.003,24.82,5.24,0.02,0.25,0.01,1
2580,0.07,0.001,1.96,0.002,4.34,0.72,1.33,0.35,0.89,0.89,0.165,2.73,1.32,0.007,57.87,7.23,0.09,0.13,0.08,1
2581,0.27,0.04,1.78,0.005,4.56,0.52,1.83,1.3,0.12,0.003,0.129,7.29,1.14,0.007,10.95,5.13,0.07,0.44,0.08,1
2582,0.08,0.01,1.68,0.003,3.75,0.61,1.44,0.79,0.15,0.008,0.198,8.05,1.57,0.002,34.91,3.51,0.08,0.21,0.0,1
2583,0.02,0.04,0.63,0.001,5.1,0.76,1.45,0.89,0.21,0.002,0.177,15.35,1.24,0.004,9.55,0.38,0.01,0.22,0.03,1
2584,0.05,0.02,1.21,0.003,1.84,0.55,1.8,1.46,0.88,0.88,0.088,16.91,1.07,0.006,9.01,2.62,0.04,0.38,0.05,1
2585,0.17,0.03,2.73,0.008,7.49,0.76,2.0,1.0,0.79,0.79,0.169,10.47,1.31,0.009,26.54,7.05,0.01,0.42,0.06,1
2586,0.1,0.01,3.28,0.002,7.43,0.29,1.67,0.47,0.54,0.54,0.141,4.94,1.64,0.006,45.28,0.8,0.04,0.4,0.03,1
2587,0.04,0.04,0.49,0.008,7.81,0.44,1.87,1.14,0.41,0.001,0.033,2.76,1.68,0.001,8.02,3.54,0.08,0.17,0.05,1
2588,0.03,0.05,3.96,0.005,6.77,0.24,1.23,0.35,0.89,0.89,0.12,17.32,1.12,0.01,55.57,3.62,0.07,0.23,0.03,1
2589,0.16,0.02,0.78,0.007,1.8,0.27,0.83,0.48,0.43,0.003,0.124,1.67,1.88,0.003,45.85,2.07,0.06,0.31,0.03,1
2590,0.21,0.03,3.62,0.001,2.89,0.25,0.79,1.43,0.51,0.51,0.094,5.74,1.31,0.005,41.37,4.76,0.05,0.4,0.03,1
2591,0.15,0.03,2.5,0.005,0.93,0.58,0.7,0.74,0.95,0.95,0.124,15.45,1.2,0.0,59.07,0.25,0.08,0.12,0.07,1
2592,0.08,0.05,1.54,0.003,2.27,0.71,1.03,1.15,0.5,0.5,0.099,17.42,1.9,0.006,47.73,2.71,0.02,0.34,0.02,1
2593,0.01,0.02,1.54,0.005,0.3,0.08,0.67,0.04,0.22,0.009,0.107,6.45,1.59,0.002,54.0,4.73,0.01,0.39,0.07,1
2594,0.02,0.04,0.94,0.001,6.5,0.3,1.24,0.79,0.7,0.7,0.113,17.44,1.04,0.009,32.76,5.81,0.0,0.44,0.08,1
2595,0.13,0.05,0.39,0.008,1.58,0.42,1.56,1.07,0.19,0.0,0.103,2.06,1.7,0.008,24.53,2.88,0.03,0.46,0.0,1
2596,0.07,0.01,2.68,0.009,3.05,0.49,1.08,1.14,0.91,0.91,0.135,5.35,1.83,0.006,44.5,0.1,0.03,0.21,0.06,1
2597,0.01,0.01,1.79,0.005,2.5,0.62,0.79,0.15,0.62,0.62,0.106,6.94,1.09,0.001,19.33,4.62,0.02,0.41,0.07,1
2598,0.03,0.03,0.6,0.001,7.24,0.14,1.2,1.31,0.91,0.91,0.027,18.96,1.47,0.002,7.24,6.44,0.04,0.01,0.08,1
2599,0.13,0.04,2.0,0.005,6.85,0.4,1.64,0.29,0.31,0.005,0.177,14.61,1.61,0.005,34.7,2.18,0.05,0.19,0.04,1
2600,0.01,0.02,3.52,0.001,0.39,0.48,1.39,0.7,0.94,0.94,0.116,13.42,1.03,0.006,36.12,6.88,0.05,0.07,0.07,1
2601,0.22,0.05,3.75,0.005,1.81,0.27,0.97,0.06,0.12,0.008,0.189,2.43,1.12,0.008,11.97,4.29,0.07,0.31,0.08,1
2602,0.07,0.02,1.18,0.005,4.96,0.46,0.4,0.79,0.43,0.005,0.033,13.49,1.01,0.006,44.05,5.75,0.04,0.35,0.02,1
2603,0.05,0.03,1.81,0.004,4.26,0.62,0.59,0.05,0.2,0.001,0.168,7.08,1.11,0.008,30.09,4.77,0.04,0.43,0.08,1
2604,0.01,0.001,2.78,0.008,2.97,0.32,1.87,1.16,0.43,0.009,0.121,12.65,1.63,0.005,55.65,6.05,0.07,0.36,0.08,1
2605,0.16,0.05,2.85,0.005,0.46,0.45,1.98,0.09,1.0,1.0,0.1,14.35,1.16,0.006,57.87,2.37,0.09,0.37,0.08,1
2606,0.14,0.03,2.75,0.001,4.85,0.82,0.27,0.41,0.67,0.67,0.067,18.84,1.55,0.001,7.88,0.14,0.04,0.49,0.07,1
2607,0.03,0.02,2.11,0.009,6.53,0.38,0.67,1.26,0.38,0.007,0.105,18.85,1.67,0.0,3.13,2.22,0.08,0.46,0.02,1
2608,0.16,0.03,1.26,0.008,0.0,0.88,0.62,1.1,0.12,0.001,0.036,17.78,1.62,0.001,10.48,4.55,0.02,0.35,0.0,1
2609,0.01,0.001,1.6,0.005,2.71,0.13,0.15,1.1,0.5,0.5,0.194,4.53,1.49,0.0,13.59,4.78,0.05,0.05,0.02,0
2610,0.01,0.001,2.52,0.007,2.98,0.08,1.55,0.14,0.89,0.89,0.041,2.29,1.61,0.008,1.49,3.44,0.01,0.22,0.02,1
2611,0.08,0.01,0.22,0.001,4.5,0.66,0.01,0.56,0.43,0.002,0.185,15.38,1.24,0.003,43.87,3.36,0.05,0.04,0.08,1
2612,0.11,0.02,3.17,0.007,2.29,0.25,0.75,0.96,0.64,0.64,0.1,16.6,1.04,0.008,59.4,7.51,0.05,0.23,0.08,1
2613,0.01,0.04,0.63,0.007,2.83,0.19,1.0,0.36,0.3,0.005,0.092,0.37,1.27,0.008,55.45,3.8,0.09,0.32,0.04,1
2614,0.02,0.04,2.36,0.002,6.13,0.08,1.63,0.57,0.68,0.68,0.151,12.31,1.07,0.009,47.49,1.06,0.1,0.07,0.03,1
2615,0.06,0.04,2.29,0.007,2.34,0.82,1.74,0.52,0.2,0.003,0.105,3.1,1.28,0.009,10.16,6.85,0.01,0.15,0.07,1
2616,0.12,0.04,0.57,0.005,7.81,0.02,0.72,1.45,0.19,0.006,0.11,17.2,1.47,0.008,35.13,6.93,0.02,0.11,0.08,1
2617,0.12,0.01,3.99,0.003,3.41,0.46,0.73,1.43,0.84,0.84,0.081,11.15,1.67,0.004,32.08,4.26,0.08,0.26,0.07,1
2618,0.08,0.02,1.51,0.003,5.0,0.54,0.74,0.54,0.45,0.0,0.181,12.69,1.0,0.005,5.01,2.06,0.03,0.15,0.0,1
2619,0.02,0.03,3.59,0.006,0.08,0.72,0.72,1.32,0.99,0.99,0.087,2.5,1.44,0.003,31.84,3.03,0.08,0.39,0.03,1
2620,0.07,0.01,0.88,0.005,5.21,0.85,0.43,0.69,0.01,0.004,0.15,10.9,1.63,0.006,7.01,4.94,0.02,0.41,0.04,1
2621,0.02,0.001,2.19,0.001,1.51,0.26,1.28,0.99,0.42,0.002,0.165,4.0,1.07,0.005,29.27,5.69,0.02,0.28,0.06,1
2622,0.07,0.04,3.89,0.001,3.96,0.6,1.38,0.84,0.15,0.001,0.165,13.2,1.21,0.009,19.26,4.13,0.01,0.48,0.01,1
2623,0.03,0.03,3.89,0.004,6.57,0.87,1.57,0.13,0.59,0.59,0.086,10.12,1.89,0.009,37.89,0.78,0.06,0.48,0.07,1
2624,0.09,0.04,1.28,0.002,2.52,0.45,1.54,1.14,0.68,0.68,0.136,8.21,1.2,0.008,22.35,3.8,0.04,0.11,0.02,1
2625,0.09,0.03,2.38,0.001,3.78,0.87,1.76,0.4,0.27,0.0,0.152,13.47,1.64,0.008,20.7,7.87,0.04,0.39,0.09,1
2626,0.21,0.03,3.51,0.001,0.32,0.84,0.45,1.31,0.42,0.005,0.103,1.52,1.65,0.001,30.79,7.18,0.03,0.24,0.08,1
2627,0.08,0.01,3.1,0.003,1.57,0.35,0.02,0.31,0.47,0.004,0.17,18.09,1.62,0.003,13.32,6.09,0.06,0.33,0.07,1
2628,0.06,0.04,2.94,0.001,3.0,0.33,1.74,1.49,0.13,0.007,0.102,15.23,1.53,0.009,43.56,7.47,0.06,0.2,0.02,1
2629,0.29,0.04,3.49,0.005,3.17,0.49,1.49,0.58,0.8,0.8,0.121,1.88,1.81,0.001,16.74,7.01,0.08,0.11,0.07,1
2630,0.07,0.02,0.17,0.004,3.61,0.3,0.99,1.12,0.02,0.006,0.004,16.23,1.82,0.007,51.83,4.26,0.02,0.16,0.01,1
2631,0.06,0.04,2.29,0.007,2.07,0.81,0.13,0.8,0.69,0.69,0.104,8.26,1.41,0.004,41.18,3.4,0.09,0.26,0.05,1
2632,0.05,0.01,0.24,0.006,3.21,0.5,0.82,1.16,0.29,0.005,0.198,7.68,1.73,0.01,39.45,7.78,0.06,0.16,0.04,1
2633,0.04,0.001,1.31,0.006,4.58,0.43,0.55,0.96,0.11,0.001,0.131,18.8,1.79,0.007,11.1,5.62,0.08,0.08,0.06,1
2634,0.06,0.02,0.35,0.001,2.41,0.54,1.28,0.87,0.9,0.9,0.024,13.82,1.29,0.008,7.3,2.55,0.06,0.17,0.02,1
2635,0.01,0.04,1.57,0.005,5.73,0.07,1.89,0.9,0.98,0.98,0.002,7.37,1.2,0.001,16.24,4.48,0.03,0.36,0.04,1
2636,0.04,0.02,1.01,0.001,6.21,0.79,1.76,0.83,0.21,0.002,0.03,7.48,1.52,0.005,7.51,0.63,0.07,0.13,0.08,1
2637,0.06,0.02,3.3,0.005,6.07,0.67,0.65,0.96,0.84,0.84,0.188,16.8,1.54,0.001,10.5,2.57,0.04,0.21,0.02,1
2638,0.05,0.03,0.35,0.006,5.59,0.8,0.03,0.93,0.62,0.62,0.05,18.81,1.9,0.001,48.98,4.21,0.06,0.07,0.02,0
2639,0.0,0.01,3.06,0.002,3.36,0.63,1.26,0.34,0.94,0.94,0.093,7.6,1.72,0.007,31.21,5.12,0.05,0.12,0.04,1
2640,0.07,0.05,1.77,0.001,4.02,0.62,0.05,1.37,0.94,0.94,0.151,8.35,1.19,0.0,55.8,5.56,0.07,0.17,0.03,1
2641,0.0,0.02,1.96,0.008,6.6,0.83,1.58,1.21,0.73,0.73,0.104,3.83,1.16,0.009,47.53,1.0,0.1,0.12,0.01,1
2642,0.04,0.02,0.15,0.006,5.89,0.04,0.98,0.77,0.52,0.52,0.185,17.51,1.63,0.009,52.16,3.55,0.1,0.24,0.06,1
2643,0.2,0.04,3.02,0.002,6.52,0.28,1.49,0.65,1.0,1.0,0.092,6.42,1.52,0.002,49.98,2.71,0.04,0.35,0.04,1
2644,0.05,0.03,1.86,0.001,0.64,0.69,1.05,0.8,0.1,0.003,0.197,18.74,1.09,0.008,33.87,4.25,0.05,0.22,0.01,1
2645,0.17,0.03,2.75,0.002,1.53,0.18,1.4,0.54,0.01,0.0,0.041,12.19,1.12,0.008,24.65,5.49,0.03,0.09,0.06,1
2646,0.31,0.02,0.93,0.009,0.48,0.77,1.03,0.57,0.71,0.71,0.005,0.92,1.56,0.006,22.24,7.23,0.09,0.2,0.0,1
2647,0.01,0.04,1.75,0.003,6.24,0.57,1.9,0.44,0.84,0.84,0.028,11.44,1.83,0.003,31.67,7.31,0.02,0.44,0.05,1
2648,0.1,0.02,0.75,0.001,5.88,0.09,0.99,0.8,0.37,0.002,0.148,17.6,1.04,0.002,13.29,4.08,0.06,0.05,0.01,0
2649,0.01,0.02,1.14,0.005,4.55,0.24,0.28,0.82,0.54,0.54,0.197,1.4,1.95,0.007,41.66,3.64,0.05,0.37,0.05,1
2650,0.01,0.01,1.54,0.007,2.94,0.14,0.91,0.16,0.89,0.89,0.052,5.73,1.76,0.003,32.32,6.42,0.03,0.33,0.08,1
2651,0.1,0.02,2.45,0.002,6.12,0.35,1.69,1.35,0.63,0.63,0.106,18.08,1.28,0.01,21.31,4.14,0.04,0.12,0.05,1
2652,0.15,0.01,2.38,0.009,3.42,0.86,1.61,1.39,0.09,0.005,0.043,16.1,1.13,0.0,39.6,3.6,0.04,0.12,0.05,1
2653,0.03,0.01,1.78,0.003,2.01,0.51,0.46,0.74,0.48,0.001,0.072,13.2,1.24,0.005,31.59,4.31,0.09,0.28,0.08,1
2654,0.0,0.02,1.6,0.001,2.55,0.82,0.51,0.92,0.14,0.006,0.072,1.59,1.27,0.01,28.2,7.31,0.06,0.42,0.06,1
2655,0.05,0.03,0.23,0.005,6.27,0.63,0.66,0.04,0.82,0.82,0.097,3.07,1.25,0.01,44.92,6.58,0.04,0.06,0.04,1
2656,0.06,0.01,2.35,0.001,3.33,0.42,0.83,1.09,0.14,0.005,0.151,15.19,1.3,0.006,25.23,1.68,0.07,0.17,0.01,1
2657,0.09,0.001,2.03,0.006,3.29,0.5,1.3,1.06,0.55,0.55,0.1,3.34,1.58,0.007,26.68,6.06,0.02,0.48,0.04,1
2658,0.09,0.04,1.01,0.009,7.85,0.03,0.29,0.66,0.54,0.54,0.048,4.78,1.83,0.0,9.13,1.6,0.02,0.21,0.05,1
2659,0.16,0.001,1.03,0.005,7.31,0.25,1.57,1.17,0.62,0.62,0.09,18.01,1.0,0.002,23.86,3.74,0.08,0.2,0.02,1
2660,0.26,0.02,2.01,0.001,3.88,0.41,1.5,1.01,0.61,0.61,0.131,17.99,1.72,0.003,57.49,0.45,0.06,0.41,0.05,1
2661,0.06,0.001,1.34,0.001,3.48,0.15,0.54,1.4,0.55,0.55,0.073,16.37,1.41,0.006,29.51,4.2,0.04,0.16,0.04,1
2662,0.07,0.01,3.58,0.002,6.2,0.23,0.01,1.38,0.13,0.008,0.121,5.4,1.57,0.003,11.3,2.08,0.04,0.08,0.0,0
2663,0.11,0.03,0.34,0.001,7.99,0.14,0.8,0.25,0.64,0.64,0.096,13.07,1.38,0.009,28.26,7.43,0.06,0.08,0.04,1
2664,0.01,0.02,0.72,0.004,2.12,0.0,1.47,1.24,0.83,0.83,0.026,0.66,1.49,0.009,3.98,6.65,0.1,0.18,0.09,1
2665,0.02,0.01,0.31,0.008,3.51,0.86,1.89,1.38,0.89,0.89,0.033,14.1,1.73,0.009,44.28,5.03,0.0,0.49,0.02,1
2666,0.15,0.03,2.87,0.007,6.86,0.81,0.06,0.78,0.89,0.89,0.09,17.23,1.69,0.004,3.38,7.69,0.01,0.41,0.09,1
2667,0.1,0.01,2.35,0.001,6.7,0.62,1.14,0.92,0.02,0.006,0.019,13.76,1.77,0.009,54.14,5.12,0.07,0.42,0.04,1
2668,0.1,0.01,2.0,0.002,4.84,0.04,0.36,0.55,0.14,0.006,0.169,11.63,1.51,0.008,31.08,7.4,0.03,0.05,0.07,1
2669,0.05,0.04,0.38,0.002,4.77,0.19,1.77,1.43,0.97,0.97,0.118,2.17,1.03,0.002,28.76,7.36,0.03,0.1,0.0,1
2670,0.09,0.01,0.76,0.006,4.93,0.42,0.61,1.26,0.42,0.005,0.162,0.49,1.45,0.008,50.59,3.04,0.05,0.37,0.05,1
2671,0.12,0.04,0.18,0.006,0.1,0.31,0.46,1.4,0.41,0.008,0.108,5.36,1.91,0.003,8.0,3.52,0.02,0.27,0.08,1
2672,0.02,0.03,0.63,0.005,7.12,0.49,1.74,1.4,0.94,0.94,0.166,0.45,1.97,0.005,44.82,5.31,0.09,0.13,0.07,1
